STT	type	tên gi?ng loài	tu?i th? trung bình	cân n?ng trung bình	chi?u cao trung bình	chi?u dài trung bình	cách ch?m	giá có gi?y t?	giá không gi?y t?	giá qu?c t?	score_energy	score_space	score_grooming	score_kid_friendly	score_size	size_index
39	Dog	sealyham_terrier	12 n?m – 14 n?m	8 – 11 kg	27 – 31 cm	45 – 55 cm	"Sealyham Terrier là gi?ng chó s?c c? ?i?n có ngu?n g?c t? x? Wales, Anh Qu?c, n?i b?t v?i thân hình nh? g?n, c? th? s?n ch?c và b? lông tr?ng dày, c?ng. Chúng có tính cách d?ng c?m, trung thành và hi?u ??ng, nh?ng c?ng r?t thân thi?n, tình c?m và g?n bó v?i gia ?ình. Dù nh? bé, Sealyham Terrier gi? b?n n?ng s?n m?i m?nh m?, phù h?p v?i các gia ?ình mu?n m?t chú chó s?c linh ho?t và thông minh.  
  
Gi?ng chó này c?n ???c v?n ??ng hàng ngày ?? gi? tinh th?n và th? ch?t kh?e m?nh. Các bu?i ?i d?o, ch?y nh?y ngoài sân v??n, ch?i trò ch?i ném bóng ho?c tham gia hu?n luy?n agility là l?a ch?n t?t ?? gi?i phóng n?ng l??ng. N?u b? nh?t quá lâu, chúng có th? tr? nên ngh?ch ng?m ho?c phá phách. Hu?n luy?n Sealyham Terrier nên kiên nh?n, s? d?ng ph??ng pháp tích c?c và b?t ??u t? s?m ?? ki?m soát s? b??ng b?nh t? nhiên.  
  
B? lông c?ng, dày và có l?p lót m?m c?a Sealyham Terrier c?n ???c ch?i ??u ??n 2 – 3 l?n/tu?n ?? tránh r?i và lo?i b? lông ch?t. Ngoài ra, ??nh k? t?a lông (hand-stripping) giúp gi? k?t c?u lông kh?e m?nh và g?n gàng. V? sinh tai, c?t móng và ch?i r?ng th??ng xuyên c?ng r?t quan tr?ng ?? ??m b?o s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng c?a Sealyham Terrier nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng, k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì ?ây là gi?ng chó nh? nh?ng n?ng ??ng, b?n nên chia kh?u ph?n ?n thành nhi?u b?a nh? trong ngày và h?n ch? th?c ?n d?u m? hay ?? ?n th?a t? con ng??i.  
  
V? s?c kh?e, Sealyham Terrier nhìn chung kh?e m?nh nh?ng có th? g?p m?t s? b?nh di truy?n nh? lo?n s?n x??ng hông, b?nh v? da ho?c v?n ?? v? r?ng. Khám thú y ??nh k? và ch?m sóc ?úng cách s? giúp chúng s?ng lâu, kh?e m?nh và h?nh phúc bên gia ?ình."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	2000 – 4500 USD	4	4	3	2	small	0.606121654
40	Dog	airedale	10 n?m – 13 n?m	18 – 29 kg	56 – 61 cm	70 – 85 cm	"Airedale Terrier, còn ???c g?i là “King of Terriers”, là gi?ng chó s?c l?n nh?t trong nhóm Terrier, có ngu?n g?c t? Anh Qu?c. Chúng n?i b?t v?i vóc dáng kh?e kho?n, c? b?p r?n ch?c, b? lông thô, c?ng và màu s?c ??c tr?ng ?en – nâu vàng. Tính cách c?a Airedale Terrier r?t thông minh, trung thành, d?ng c?m và n?ng ??ng, thích h?p v?i các gia ?ình có không gian r?ng và ch? n?ng ??ng.  
  
Gi?ng chó này c?n ???c v?n ??ng ??u ??n h?ng ngày. Các ho?t ??ng nh? ch?y b?, ?i d?o dài, trò ch?i ném bóng ho?c hu?n luy?n agility s? giúp gi?i phóng n?ng l??ng và duy trì tinh th?n minh m?n. Airedale Terrier thông minh nh?ng ??c l?p, ?ôi khi b??ng b?nh, nên hu?n luy?n c?n kiên nh?n, nh?t quán và s? d?ng ph??ng pháp tích c?c ?? ??t hi?u qu? t?t.  
  
B? lông c?a Airedale Terrier thu?c lo?i lông kép, l?p ngoài thô và c?ng, l?p trong m?m, c?n ???c ch?i 2 – 3 l?n/tu?n ?? lo?i b? lông ch?t và duy trì v? g?n gàng. T?a lông ??nh k? (hand-stripping) giúp gi? k?t c?u lông ch?c kh?e và chu?n dáng. Ngoài ra, v? sinh tai, c?t móng và ch?i r?ng ??nh k? r?t c?n thi?t ?? duy trì s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng c?a Airedale Terrier nên giàu protein t? th?t n?c, cá, tr?ng, k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì là gi?ng chó n?ng ??ng, c?n cung c?p ?? n?ng l??ng nh?ng ki?m soát kh?u ph?n ?? tránh t?ng cân.  
  
V? s?c kh?e, Airedale Terrier nhìn chung kh?e m?nh nh?ng có th? g?p m?t s? v?n ?? v? da, tim và kh?p. Khám thú y ??nh k? và ch?m sóc ?úng cách s? giúp chúng s?ng lâu, kh?e m?nh và h?nh phúc bên gia ?ình."	30 – 55 tri?u VN?	15 – 25 tri?u VN?	2000 – 5000 USD	3	3	3	3	large	1.203702324
41	Dog	cairn	12 n?m – 15 n?m	6 – 7.5 kg	23 – 25 cm	30 – 38 cm	"Cairn Terrier là gi?ng chó s?c nh? g?n, xu?t x? t? Scotland, n?i ti?ng v?i b? lông dày, thô và ?ôi m?t tinh anh. Chúng r?t thông minh, lanh l?i, d?ng c?m và thân thi?n, phù h?p làm thú c?ng trong nhà nh?ng v?n gi? b?n n?ng s?n m?i m?nh m?, thích khám phá môi tr??ng xung quanh. Tính cách c?a Cairn Terrier s?ng ??ng, ho?t bát và trung thành v?i gia ?ình, nh?ng ?ôi khi h?i b??ng b?nh n?u không ???c hu?n luy?n ?úng cách.  
  
Gi?ng chó này c?n ???c v?n ??ng ??u ??n h?ng ngày thông qua các bu?i ?i d?o, ch?y nh?y ngoài sân v??n ho?c ch?i các trò ch?i t??ng tác. Vì Cairn Terrier r?t n?ng ??ng, vi?c thi?u v?n ??ng có th? d?n ??n ngh?ch phá ho?c t?ng ??ng. Hu?n luy?n nên b?t ??u t? s?m, s? d?ng ph??ng pháp tích c?c, nh?t quán và kiên nh?n ?? ??t hi?u qu? t?t.  
  
B? lông c?a Cairn Terrier g?m l?p ngoài thô c?ng và l?p lót m?m, c?n ch?i 2 – 3 l?n/tu?n ?? lo?i b? lông r?ng và gi? lông g?n gàng. ??nh k? c?t t?a ho?c “hand-stripping” giúp gi? k?t c?u lông kh?e m?nh, ??ng th?i v? sinh tai, r?ng và móng c?ng c?n th?c hi?n th??ng xuyên ?? duy trì s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng, k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì là gi?ng chó nh? nh?ng ho?t bát, b?n nên chia kh?u ph?n ?n thành nhi?u b?a nh? trong ngày, h?n ch? th?c ?n d?u m? ho?c ?? ?n th?a t? con ng??i ?? tránh v?n ?? v? tiêu hóa.  
  
V? s?c kh?e, Cairn Terrier nhìn chung kh?e m?nh, nh?ng có th? g?p m?t s? b?nh di truy?n nh? b?nh m?t, b?nh tim ho?c d? ?ng da. Khám thú y ??nh k? và ch?m sóc ?úng cách s? giúp chúng s?ng lâu, kh?e m?nh và vui v? bên gia ?ình."	25 – 45 tri?u VN?	10 – 20 tri?u VN?	1500 – 4000 USD	4	4	3	2	small	0.446375797
42	Dog	australian_terrier	12 n?m – 15 n?m	5.5 – 7 kg	23 – 28 cm	35 – 40 cm	"Australian Terrier là gi?ng chó s?c nh? g?n xu?t x? t? Úc, n?i b?t v?i ngo?i hình r?n ch?c, b? lông thô c?ng và màu s?c th??ng là nâu vàng pha xám ho?c ?en. Chúng r?t thông minh, lanh l?i, d?ng c?m và trung thành, phù h?p làm thú c?ng trong nhà nh?ng v?n gi? b?n n?ng s?n m?i, thích khám phá môi tr??ng xung quanh. Australian Terrier s?ng ??ng, ho?t bát và g?n bó v?i gia ?ình, nh?ng ?ôi khi có th? h?i b??ng b?nh n?u không ???c hu?n luy?n ?úng cách.  
  
Gi?ng chó này c?n ???c v?n ??ng ??u ??n hàng ngày b?ng các bu?i ?i d?o, ch?y nh?y ngoài sân v??n ho?c ch?i các trò ch?i t??ng tác. N?u thi?u v?n ??ng, Australian Terrier có th? tr? nên ngh?ch ng?m ho?c t?ng ??ng. Hu?n luy?n nên b?t ??u t? s?m, s? d?ng ph??ng pháp tích c?c, nh?t quán và kiên nh?n ?? ??t hi?u qu? t?t.  
  
B? lông thô, c?ng c?a Australian Terrier c?n ???c ch?i ??u ??n 2 – 3 l?n/tu?n ?? lo?i b? lông r?ng và gi? lông g?n gàng. ??nh k? t?a lông ho?c “hand-stripping” giúp duy trì k?t c?u lông kh?e m?nh. Ngoài ra, v? sinh tai, r?ng và móng c?ng nên th?c hi?n th??ng xuyên ?? gi? s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì ?ây là gi?ng chó nh? nh?ng n?ng ??ng, kh?u ph?n ?n nên chia thành nhi?u b?a nh? và h?n ch? ?? ?n d?u m? ho?c th?c ?n th?a t? con ng??i.  
  
V? s?c kh?e, Australian Terrier nhìn chung kh?e m?nh nh?ng có th? g?p m?t s? v?n ?? di truy?n nh? b?nh m?t, b?nh tim ho?c d? ?ng da. Khám thú y ??nh k? và ch?m sóc ?úng cách s? giúp chúng s?ng lâu, kh?e m?nh và h?nh phúc bên gia ?ình."	25 – 45 tri?u VN?	10 – 18 tri?u VN?	1500 – 4000 USD	4	4	3	3	small	0.462163901
43	Dog	dandie_dinmont	12 n?m – 15 n?m	8 – 11 kg	20 – 28 cm	40 – 50 cm	"Dandie Dinmont Terrier là gi?ng chó s?c nh? xu?t x? t? Scotland, n?i b?t v?i ngo?i hình ??c tr?ng, thân dài, chân ng?n và b? lông thô dài, m?m m?i ? ph?n thân và m??t h?n ? ph?n ??u t?o thành ki?u “topknot” ??c tr?ng. Chúng r?t thông minh, trung thành, tình c?m và có tính cách ?i?m ??m nh?ng c?ng n?ng ??ng, thích khám phá môi tr??ng xung quanh. Dandie Dinmont Terrier là gi?ng chó lý t??ng cho gia ?ình, g?n bó v?i ch? và thân thi?n v?i tr? em.  
  
Gi?ng chó này c?n ???c v?n ??ng h?ng ngày thông qua các bu?i ?i d?o, ch?y nh?y ngoài sân v??n ho?c các trò ch?i t??ng tác. Dù nh?, chúng có n?ng l??ng khá d?i dào và c?n gi?i phóng ??u ??n ?? tránh ngh?ch phá. Hu?n luy?n nên b?t ??u s?m, s? d?ng ph??ng pháp tích c?c, nh?t quán và kiên nh?n ?? ki?m soát s? b??ng b?nh t? nhiên c?a gi?ng chó này.  
  
B? lông c?a Dandie Dinmont Terrier c?n ???c ch?m sóc ??u ??n, ch?i 2 – 3 l?n/tu?n ?? lo?i b? lông r?ng và gi? lông g?n gàng. ??nh k? t?a lông ho?c “hand-stripping” s? giúp duy trì k?t c?u lông kh?e m?nh và chu?n dáng. V? sinh tai, r?ng và móng c?ng c?n th?c hi?n th??ng xuyên ?? ??m b?o s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng k?t h?p rau c? qu? và tinh b?t nguyên h?t. Do kích th??c nh? nh?ng n?ng ??ng, nên chia kh?u ph?n thành nhi?u b?a nh? và h?n ch? ?? ?n d?u m? ho?c th?c ?n th?a t? con ng??i.  
  
V? s?c kh?e, Dandie Dinmont Terrier nhìn chung kh?e m?nh nh?ng có th? g?p m?t s? b?nh di truy?n nh? b?nh tim, v?n ?? v? da ho?c r?ng mi?ng. Khám thú y ??nh k? và ch?m sóc ?úng cách s? giúp chúng s?ng lâu, kh?e m?nh và h?nh phúc bên gia ?ình."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	2000 – 4500 USD	4	4	3	2	small	0.550396267
44	Dog	boston_bull	11 n?m – 13 n?m	6 – 11 kg	38 – 43 cm	45 – 55 cm	"Boston Bull là gi?ng chó nh? g?n, xu?t x? t? M?, n?i b?t v?i ngo?i hình thanh l?ch, khuôn m?t tròn, m?t to sáng và b? lông ng?n m??t, th??ng có các màu ph?i tr?ng – ?en, tr?ng – nâu ho?c tr?ng – brindle. Chúng r?t thông minh, tình c?m, trung thành và hòa ??ng, thích h?p làm thú c?ng trong c?n h? ho?c gia ?ình có tr? em. Boston Bull có tính cách hi?n lành nh?ng ?ôi khi c?ng khá n?ng ??ng và tinh ngh?ch.  
  
Gi?ng chó này c?n ???c v?n ??ng ??u ??n hàng ngày thông qua các bu?i ?i d?o, ch?y nh?y nh? ho?c ch?i trò ch?i t??ng tác trong nhà và ngoài sân. Dù n?ng ??ng, Boston Bull không ?òi h?i v?n ??ng quá m?c, nh?ng vi?c gi?i phóng n?ng l??ng s? giúp chúng gi?m b?t stress và duy trì tinh th?n vui v?. Hu?n luy?n nên s? d?ng ph??ng pháp tích c?c và kiên nh?n, vì chúng thông minh nh?ng ?ôi khi b??ng b?nh.  
  
B? lông ng?n m??t c?a Boston Bull d? ch?m sóc, ch? c?n ch?i lông 1 – 2 l?n/tu?n ?? lo?i b? lông r?ng và gi? v? bóng m??t. Ngoài ra, v? sinh tai, c?t móng và ch?m sóc r?ng mi?ng ??u ??n s? giúp phòng ng?a b?nh lý th??ng g?p.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng, k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì là gi?ng chó nh?, kh?u ph?n nên chia thành 2 – 3 b?a nh? trong ngày và h?n ch? th?c ?n nhi?u d?u m? ho?c ?? ?n th?a c?a con ng??i.  
  
V? s?c kh?e, Boston Bull có th? g?p các v?n ?? liên quan ??n hô h?p do khuôn m?t ng?n (brachycephalic), b?nh tim và m?t. Khám thú y ??nh k?, duy trì ch? ?? ?n h?p lý và v?n ??ng phù h?p s? giúp chúng kh?e m?nh, s?ng lâu và h?nh phúc bên gia ?ình."	25 – 45 tri?u VN?	12 – 20 tri?u VN?	1500 – 4000 USD	4	4	1	2	small	0.662745727
45	Dog	miniature_schnauzer	12 n?m – 15 n?m	5 – 9 kg	30 – 36 cm	38 – 45 cm	"Miniature Schnauzer là gi?ng chó s?c nh? g?n, xu?t x? t? ??c, n?i b?t v?i b? ria mép ??c tr?ng, b? lông kép dày và thô ? l?p ngoài, m?m ? l?p trong. Chúng thông minh, lanh l?i, trung thành và r?t tình c?m v?i gia ?ình, ??ng th?i n?ng ??ng, thích khám phá và có b?n n?ng canh gác t?t. Miniature Schnauzer hòa ??ng v?i tr? em và phù h?p làm thú c?ng trong c?n h? ho?c nhà có sân.  
  
Gi?ng chó này c?n ???c v?n ??ng ??u ??n h?ng ngày thông qua các bu?i ?i d?o, ch?y nh?y ngoài sân v??n ho?c ch?i trò ch?i t??ng tác. N?u thi?u v?n ??ng, Miniature Schnauzer có th? tr? nên ngh?ch ng?m ho?c t?ng ??ng. Hu?n luy?n nên b?t ??u s?m, s? d?ng ph??ng pháp tích c?c, kiên nh?n và nh?t quán ?? ki?m soát s? b??ng b?nh và phát huy trí thông minh c?a chúng.  
  
B? lông c?a Miniature Schnauzer c?n ch?i 2 – 3 l?n/tu?n ?? lo?i b? lông r?ng và gi? lông g?n gàng. ??nh k? t?a lông (hand-stripping ho?c c?t lông) giúp duy trì k?t c?u lông kh?e m?nh, ??ng th?i gi? v? ngoài chu?n m?c. V? sinh tai, r?ng và móng c?ng nên th?c hi?n th??ng xuyên ?? ??m b?o s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng, k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì là gi?ng chó nh? nh?ng n?ng ??ng, kh?u ph?n nên chia thành nhi?u b?a nh? trong ngày và h?n ch? th?c ?n d?u m? ho?c ?? ?n th?a t? con ng??i.  
  
V? s?c kh?e, Miniature Schnauzer nhìn chung kh?e m?nh nh?ng có th? g?p m?t s? v?n ?? v? r?ng, tuy?n t?y, ???ng ti?t ni?u ho?c da. Khám thú y ??nh k? và ch?m sóc ?úng cách s? giúp chúng s?ng lâu, kh?e m?nh và h?nh phúc bên gia ?ình."	25 – 50 tri?u VN?	12 – 22 tri?u VN?	1500 – 4000 USD	4	4	3	2	small	0.544898336
46	Dog	giant_schnauzer	10 n?m – 12 n?m	35 – 48 kg	60 – 70 cm	85 – 100 cm	"Giant Schnauzer là gi?ng chó s?c l?n, xu?t x? t? ??c, n?i b?t v?i thân hình v?m v?, c? b?p r?n ch?c và b? ria mép cùng lông m?t ??c tr?ng. Chúng thông minh, trung thành, m?nh m? và có b?n n?ng b?o v? gia ?ình cao, th??ng ???c s? d?ng làm chó canh gác ho?c c?nh sát. Giant Schnauzer hòa ??ng v?i ng??i thân nh?ng có th? c?nh giác v?i ng??i l?, do ?ó c?n ???c xã h?i hóa t? s?m.  
  
Gi?ng chó này c?n v?n ??ng th??ng xuyên và bài b?n. Các bu?i ?i d?o dài, ch?y nh?y, ch?i trò ch?i t??ng tác ho?c các ho?t ??ng hu?n luy?n nh? agility và obedience s? giúp Giant Schnauzer gi?i phóng n?ng l??ng, duy trì th? l?c và tinh th?n minh m?n. Thi?u v?n ??ng, chúng có th? tr? nên phá phách ho?c c?ng th?ng. Hu?n luy?n nên kiên nh?n, nh?t quán, s? d?ng ph??ng pháp tích c?c ?? ki?m soát tính cách m?nh m? và phát huy trí thông minh.  
  
B? lông c?a Giant Schnauzer thu?c lo?i lông kép, l?p ngoài c?ng thô và l?p trong m?m, c?n ch?i 2 – 3 l?n/tu?n ?? lo?i b? lông r?ng. ??nh k? t?a lông ho?c “hand-stripping” giúp duy trì k?t c?u lông kh?e m?nh và chu?n dáng. V? sinh tai, r?ng và c?t móng ??u ??n c?ng r?t quan tr?ng ?? b?o v? s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng, k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì ?ây là gi?ng chó l?n, c?n cung c?p ?? n?ng l??ng nh?ng ki?m soát kh?u ph?n ?? tránh th?a cân, chia b?a ?n h?p lý trong ngày.  
  
V? s?c kh?e, Giant Schnauzer có th? g?p m?t s? v?n ?? v? hông, khu?u tay, tim ho?c m?t. Khám thú y ??nh k?, duy trì v?n ??ng h?p lý và ch? ?? dinh d??ng cân ??i s? giúp chúng s?ng kh?e m?nh, an toàn và h?nh phúc bên gia ?ình."	50 – 80 tri?u VN?	25 – 40 tri?u VN?	3000 – 6000 USD	4	4	3	4	large	1.67152168
47	Dog	standard_schnauzer	12 n?m – 15 n?m	14 – 20 kg	45 – 50 cm	55 – 65 cm	"Standard Schnauzer là gi?ng chó s?c trung bình xu?t x? t? ??c, n?i b?t v?i c? th? r?n ch?c, lông kép c?ng thô và b? ria mép ??c tr?ng. Chúng thông minh, trung thành, c?nh giác và r?t tình c?m v?i gia ?ình. ?ây là gi?ng chó n?ng ??ng, d? hu?n luy?n và có b?n n?ng b?o v? cao, phù h?p làm thú c?ng, chó canh gác ho?c chó ??ng hành trong các ho?t ??ng ngoài tr?i.  
  
Gi?ng chó này c?n v?n ??ng ??u ??n m?i ngày b?ng các bu?i ?i d?o, ch?y nh?y ho?c ch?i các trò ch?i t??ng tác. Vi?c v?n ??ng và kích thích trí tu? thông qua hu?n luy?n agility ho?c obedience s? giúp Standard Schnauzer duy trì s?c kh?e th? ch?t và tinh th?n minh m?n. Hu?n luy?n nên kiên nh?n, nh?t quán và s? d?ng ph??ng pháp tích c?c ?? ki?m soát tính cách m?nh m? và phát huy trí thông minh.  
  
B? lông c?a Standard Schnauzer c?n ch?i 2 – 3 l?n/tu?n ?? lo?i b? lông r?ng, ??ng th?i t?a lông ??nh k? ho?c “hand-stripping” ?? gi? k?t c?u lông ch?c kh?e và chu?n dáng. V? sinh tai, r?ng và c?t móng th??ng xuyên c?ng r?t quan tr?ng ?? duy trì s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng k?t h?p rau c? qu? và tinh b?t nguyên h?t. Do ??c ?i?m n?ng ??ng, kh?u ph?n nên chia thành nhi?u b?a nh? và tránh th?c ?n d?u m? ho?c ?? ?n th?a c?a con ng??i.  
  
V? s?c kh?e, Standard Schnauzer nhìn chung kh?e m?nh nh?ng có th? g?p m?t s? v?n ?? v? tim, m?t ho?c kh?p. Khám thú y ??nh k? và ch?m sóc ?úng cách s? giúp chúng s?ng lâu, kh?e m?nh và h?nh phúc bên gia ?ình."	35 – 60 tri?u VN?	15 – 30 tri?u VN?	2000 – 4500 USD	4	4	3	4	medium	0.922908501
48	Dog	scotch_terrier	11 n?m – 13 n?m	8.5 – 10.5 kg	25 – 28 cm	40 – 50 cm	"Scotch Terrier là gi?ng chó s?c nh? g?n xu?t x? t? Scotland, n?i b?t v?i ngo?i hình kh?e kho?n, lông kép dày, thô và b? ria mép cùng lông m?t ??c tr?ng t?o thành ki?u “beard”. Chúng thông minh, trung thành, d?ng c?m và có b?n n?ng s?n m?i, ??ng th?i g?n bó và tình c?m v?i gia ?ình. Scotch Terrier hòa ??ng v?i ng??i thân nh?ng ?ôi khi có th? b??ng b?nh và c?nh giác v?i ng??i l?.  
  
Gi?ng chó này c?n v?n ??ng h?ng ngày b?ng các bu?i ?i d?o, ch?y nh?y ngoài sân v??n ho?c ch?i các trò ch?i t??ng tác. M?c dù nh?, Scotch Terrier n?ng ??ng và thích khám phá, nên vi?c gi?i phóng n?ng l??ng th??ng xuyên s? giúp chúng gi?m stress và duy trì tinh th?n vui v?. Hu?n luy?n nên b?t ??u s?m, kiên nh?n và s? d?ng ph??ng pháp tích c?c ?? ki?m soát tính cách m?nh m? và phát huy trí thông minh.  
  
B? lông c?a Scotch Terrier c?n ch?i 2 – 3 l?n/tu?n ?? lo?i b? lông r?ng, gi? lông g?n gàng và chu?n dáng. ??nh k? t?a lông ho?c “hand-stripping” giúp duy trì k?t c?u lông kh?e m?nh. V? sinh tai, r?ng và c?t móng ??u ??n c?ng r?t quan tr?ng ?? b?o v? s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng, k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì là gi?ng chó nh? nh?ng n?ng ??ng, kh?u ph?n nên chia thành nhi?u b?a nh? và h?n ch? th?c ?n d?u m? ho?c ?? ?n th?a c?a con ng??i.  
  
V? s?c kh?e, Scotch Terrier có th? g?p m?t s? v?n ?? v? da, tim và m?t. Khám thú y ??nh k?, duy trì v?n ??ng h?p lý và ch? ?? ?n cân ??i s? giúp chúng s?ng kh?e m?nh, kéo dài tu?i th? và h?nh phúc bên gia ?ình."	30 – 55 tri?u VN?	15 – 25 tri?u VN?	2000 – 4500 USD	4	4	3	4	small	0.567019397
49	Dog	tibetan_terrier	12 n?m – 15 n?m	8 – 14 kg	36 – 41 cm	45 – 55 cm	"Tibetan Terrier là gi?ng chó s?c trung bình xu?t x? t? Tây T?ng, n?i b?t v?i ngo?i hình uy?n chuy?n, b? lông dài, dày và m?m m?i, che ph? toàn b? c? th? và chân. Chúng thông minh, tình c?m, trung thành và g?n bó m?nh m? v?i gia ?ình. Tibetan Terrier hòa ??ng v?i tr? em, có b?n n?ng canh gác và c?nh giác v?i ng??i l? nh?ng không hung d?.  
  
Gi?ng chó này c?n ???c v?n ??ng ??u ??n h?ng ngày thông qua các bu?i ?i d?o, ch?y nh?y nh? ho?c ch?i trò ch?i t??ng tác trong nhà và ngoài sân. Chúng thích khám phá môi tr??ng xung quanh và tham gia các ho?t ??ng hu?n luy?n nh? nhàng. Vi?c v?n ??ng th??ng xuyên giúp duy trì s?c kh?e, tinh th?n vui v? và tránh ngh?ch phá.  
  
B? lông dài c?a Tibetan Terrier ?òi h?i ch?m sóc k? l??ng, c?n ch?i lông ít nh?t 2 – 3 l?n/tu?n ?? tránh r?i, lo?i b? lông r?ng và gi? lông m?m m??t. ??nh k? c?t t?a lông quanh m?t, tai và bàn chân ?? ??m b?o tho?i mái và s?ch s?. V? sinh tai, r?ng và móng th??ng xuyên c?ng r?t quan tr?ng ?? duy trì s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng, k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì là gi?ng chó có lông dài và n?ng ??ng, nên chia kh?u ph?n thành nhi?u b?a nh? trong ngày, tránh th?c ?n d?u m? ho?c ?? ?n th?a t? con ng??i.  
  
V? s?c kh?e, Tibetan Terrier nhìn chung kh?e m?nh nh?ng có th? g?p các v?n ?? v? m?t, kh?p ho?c d? dày. Khám thú y ??nh k?, ch?m sóc lông và v?n ??ng h?p lý s? giúp chúng s?ng kh?e m?nh, vui v? và h?nh phúc bên gia ?ình."	30 – 55 tri?u VN?	15 – 25 tri?u VN?	2000 – 4500 USD	4	4	4	5	small	0.699053034
50	Dog	silky_terrier	12 n?m – 15 n?m	3.5 – 4.5 kg	23 – 26 cm	30 – 35 cm	"Silky Terrier là gi?ng chó s?c nh? g?n, xu?t x? t? Úc, n?i b?t v?i b? lông dài, m??t mà nh? t?, khuôn m?t thanh tú và ?ôi tai d?ng. Chúng thông minh, lanh l?i, tình c?m và r?t trung thành v?i gia ?ình. Silky Terrier hòa ??ng v?i tr? em và các thú c?ng khác, thích h?p làm thú c?ng trong c?n h? ho?c nhà có sân nh?.  
  
Gi?ng chó này c?n v?n ??ng ??u ??n hàng ngày thông qua các bu?i ?i d?o, ch?y nh?y nh? và các trò ch?i t??ng tác trong nhà ho?c sân v??n. Dù nh?, Silky Terrier r?t n?ng ??ng và thích khám phá, vi?c v?n ??ng th??ng xuyên giúp chúng duy trì s?c kh?e và tránh ngh?ch phá. Hu?n luy?n nên kiên nh?n, s? d?ng ph??ng pháp tích c?c ?? phát huy trí thông minh và ki?m soát tính cách h?i b??ng b?nh.  
  
B? lông dài m??t c?a Silky Terrier ?òi h?i ch?i lông hàng ngày ?? tránh r?i, gi? lông m?m m??t và s?ch s?. ??nh k? t?a lông quanh m?t, tai và bàn chân ?? ??m b?o tho?i mái. V? sinh tai, r?ng và c?t móng ??u ??n c?ng r?t c?n thi?t ?? b?o v? s?c kh?e t?ng th?.  
  
Ch? ?? dinh d??ng nên giàu protein ch?t l??ng cao t? th?t n?c, cá, tr?ng k?t h?p rau c? qu? và tinh b?t nguyên h?t. Vì kích th??c nh?, nên chia kh?u ph?n thành nhi?u b?a nh? trong ngày và h?n ch? th?c ?n d?u m? ho?c ?? ?n th?a t? con ng??i.  
  
V? s?c kh?e, Silky Terrier có th? g?p các v?n ?? v? r?ng, m?t, kh?p ho?c da. Khám thú y ??nh k? và ch?m sóc ?úng cách s? giúp chúng s?ng lâu, kh?e m?nh và h?nh phúc bên gia ?ình."	30 – 55 tri?u VN?	15 – 25 tri?u VN?	2000 – 4500 USD	4	4	4	2	small	0.388390293
